,degree,strength,betweenness,closeness,eigenvector,katz,pagerank,hub,authority,clustering,kcore
POLYCAB.NS,191,52.4831614287326,0.0002832058906825262,0.19498276053195346,0.04564491718640167,0.05164857297270636,0.0023552775310709245,0.002665712576452586,0.0026657125764525855,0.2717105576563996,157
POONAWALLA.NS,215,61.324741170225685,0.0,0.20444163961013637,0.052064883433464264,0.057223834010898415,0.0027025290150846717,0.003040645555196037,0.003040645555196036,0.2661337856364476,158
PFC.NS,318,114.11347560895742,0.0016556652070670761,0.26797228667963335,0.08800519652986936,0.07504784194198254,0.0048754365320791805,0.0051395987471030856,0.005139598747103092,0.23833457154802706,158
POWERGRID.NS,221,69.53843641776616,0.0,0.22226663619634576,0.06057894834703254,0.059371241098208044,0.002997433502903275,0.0035378761630235856,0.003537876163023587,0.28806425062177143,158
PRAJIND.NS,288,87.42075818035157,0.002657778358712938,0.23310268389523597,0.06768298827237373,0.0708230110308132,0.003926122015071435,0.003952759785120398,0.0039527597851203985,0.2298441479512401,158
PRESTIGE.NS,195,54.436805185592455,0.0,0.2053191459702027,0.046564390196200976,0.051668148589673245,0.0024351604497236485,0.002719410795597584,0.0027194107955975802,0.2661851854031454,156
PGHH.NS,0,0.0,,,,,,,,0.0,0
PNB.NS,311,111.35662460458815,0.0015794174672679345,0.2628843943487834,0.08744597436916626,0.07498338749429308,0.004719391925282805,0.005106939567533767,0.0051069395675337696,0.2463523727266472,158
RBLBANK.NS,285,91.77121739643135,0.0008822952748186393,0.2392527529668541,0.07322842907918653,0.07180440416663006,0.003925041689162862,0.0042766195314384026,0.0042766195314384026,0.24871368854428763,158
RECLTD.NS,332,120.0993789086901,0.006165174389473454,0.27491262271567757,0.09097812119372481,0.07625988738370201,0.005175475168484968,0.005313220765802827,0.0053132207658028304,0.2283017800066396,158
RHIM.NS,81,20.434704556127897,0.0,0.1634565522847158,0.019747171457721268,0.019950104027704012,0.0011136736986960436,0.0011532561903715198,0.001153256190371519,0.2986452610264752,81
RITES.NS,270,89.293714002531,0.0,0.23917171883025473,0.07309099270094034,0.0694267238665483,0.0037918238720356496,0.004268593098167489,0.004268593098167485,0.26535599903015766,158
RADICO.NS,8,1.924012934783463,0.0,0.13335433644226583,0.0015888361308630133,-0.00479786846948535,0.0004240172807474367,9.278975003213674e-05,9.278975003213672e-05,0.22984202346566548,8
RVNL.NS,226,70.82900221276466,0.0,0.2205720205616104,0.061503649641302366,0.061382702704720876,0.003033701955162531,0.003591879719641526,0.003591879719641534,0.28923739898867856,158
RAILTEL.NS,300,100.49914321156976,0.0026359932901988976,0.2512595295503808,0.07830942699060042,0.07284483526915297,0.004345832586907333,0.0045733553098838645,0.004573355309883856,0.23974595156611175,158
RAINBOW.NS,0,0.0,,,,,,,,0.0,0
RKFORGE.NS,224,65.3809971263569,0.0,0.20878299461826486,0.05540073100162448,0.05993132581062677,0.002881767160112511,0.00323546266438827,0.0032354626643882715,0.27046131788856964,158
RCF.NS,332,114.41902194973807,0.015761497069908283,0.2683242531037036,0.08480473979691132,0.0756734569229668,0.00511452135808864,0.00495268860925361,0.004952688609253599,0.21764940046703882,158
REDINGTON.NS,81,20.107083814436166,0.0,0.1649414404666599,0.019539408922129967,0.020178183353250265,0.0011004756742594613,0.0011411226333802845,0.0011411226333802838,0.2981664375656185,81
RELIANCE.NS,248,75.8090318605316,0.005239308977626735,0.22449356366381423,0.060829286644775236,0.06210883139700924,0.0034334916041515,0.0035524961906147254,0.003552496190614724,0.24704431609669394,158
RELINFRA.NS,199,56.71852625417692,2.1785068514040475e-05,0.2010187324616204,0.05039862614451908,0.05588859903374282,0.0024776498660017787,0.002943334325719862,0.00294333432571986,0.2932569209485223,158
RPOWER.NS,212,61.60129569743037,0.00010892534257020238,0.20553477656703298,0.053065478303034194,0.05797473262996414,0.0026823391668608144,0.0030990813787698697,0.003099081378769869,0.28140616031608173,158
SBICARD.NS,116,31.167781921953214,0.0001416029453412631,0.18138767535464626,0.02686345699993953,0.02758049976670753,0.0016542295639685634,0.001568854969750407,0.0015688549697504069,0.2642742878019175,103
SBILIFE.NS,91,25.241953995145387,0.0002614208221684857,0.17474091950746232,0.021349671264315275,0.019846424179878232,0.0013478444354528478,0.0012468439138579172,0.0012468439138579174,0.28723221591586534,84
SJVN.NS,283,96.9270208833843,0.0005773043156220726,0.24980004428510044,0.07792278715306672,0.07055570473291102,0.0041459790544787585,0.004550775124816106,0.0045507751248161105,0.25718359635433885,158
SKFINDIA.NS,0,0.0,,,,,,,,0.0,0
SRF.NS,226,63.426151823754815,0.0008822952748186393,0.2113962242168541,0.04892273924297991,0.05424328180924209,0.0029840681275932293,0.0028571409329530835,0.0028571409329530843,0.22428541915233155,157
SAMMAANCAP.NS,278,88.71550958672697,1.0892534257020238e-05,0.2393193112140325,0.0708802003806567,0.06997075552014091,0.0038177493871112103,0.004139480433376406,0.004139480433376401,0.24902737928687194,158
MOTHERSON.NS,319,99.20383159750043,0.0005010565758229309,0.24600020272377499,0.07424450167295103,0.07560219790565956,0.004285471266472777,0.004335959270860556,0.00433595927086055,0.21547531277618495,158
SAPPHIRE.NS,6,1.6232742493981138,0.0,0.13775926466679503,0.001217413404484628,-0.005570900670862589,0.0004198661059854375,7.109826072909274e-05,7.109826072909276e-05,0.2982343345213573,6
SARDAEN.NS,196,54.411418389010876,0.0,0.1961266572218625,0.0476378327596601,0.05364253728195283,0.002429761038027241,0.0027821010033555866,0.002782101003355586,0.2769288471875511,158
SAREGAMA.NS,6,1.5188940717480917,0.0,0.13737065294329076,0.0014230376190221673,-0.005173898326141838,0.0004067377429064424,8.310693745595514e-05,8.31069374559551e-05,0.3096149919527053,6
SCHAEFFLER.NS,142,37.61283899064653,6.535520554212142e-05,0.1796410533502491,0.03376465337911659,0.03764788629036725,0.001802306070654683,0.001971892309163566,0.001971892309163566,0.2782534183518605,132
SCHNEIDER.NS,250,71.96380800399906,1.0892534257020238e-05,0.21500923470532873,0.0588533065307435,0.0653723511738533,0.003156833548507507,0.0034370968128639937,0.0034370968128639933,0.25121110773772976,158
SCI.NS,225,69.72327500734086,0.0,0.21719304092154665,0.06052836981879093,0.06109442098992268,0.0029876133488216565,0.0035349223222206493,0.0035349223222206497,0.288486272505243,158
SHREECEM.NS,50,13.871901071631148,0.0,0.1689040007541651,0.012714907545798357,0.008815886879460388,0.0008803301790318828,0.0007425643651592415,0.0007425643651592416,0.32054477692272165,50
SHRIRAMFIN.NS,254,77.27592231817256,0.00039213123325272854,0.22376639429152234,0.062130016395340056,0.06390324983976108,0.003457429265001565,0.00362846021614876,0.00362846021614876,0.24611087122043177,158
SHYAMMETL.NS,249,76.0461322054191,0.0007406923294773762,0.22395796500368276,0.06273286995132207,0.06469174376252619,0.0034010471702461444,0.0036636675164353994,0.0036636675164354,0.26062537905254246,158
SIEMENS.NS,266,82.93357260515982,0.0004357013702808095,0.23083222001832737,0.06620947327580153,0.06636576608926009,0.00361525626452567,0.003866704914171392,0.0038667049141713895,0.24415939387531324,158
SOBHA.NS,145,39.75476987616354,0.0,0.19569453708556772,0.036600291756405154,0.03917128398357607,0.0018537168505120753,0.002137496660108946,0.002137496660108949,0.2905917636644945,132
SOLARINDS.NS,139,37.93609338817777,0.0,0.18837095740018078,0.035338075342482005,0.037894521598431694,0.0017752917859561973,0.0020637818551272834,0.002063781855127284,0.29749390035589224,132
SONACOMS.NS,151,40.726074665762184,0.0,0.18724324076650622,0.03613448528463998,0.03998558655679469,0.0019035723853834557,0.0021102930579004774,0.0021102930579004766,0.2758417760191963,135
SONATSOFTW.NS,58,15.1197642000651,3.267760277106071e-05,0.15720267733966709,0.010179625723420741,0.007180967320445677,0.0010027477064972778,0.0005945011621707381,0.0005945011621707381,0.2208111859554643,51
STARHEALTH.NS,3,0.6956597118951788,0.0,0.1302466067167123,0.0005531616460570037,-0.006430387256955829,0.00038276199322964986,3.230523895319206e-05,3.230523895319207e-05,0.2818103880911949,3
SBIN.NS,272,93.46743734958207,0.0012635339738143476,0.2449735877344451,0.07699083531816507,0.06984097395384496,0.003966960962230102,0.0044963481287762135,0.004496348128776213,0.2705692149445835,158
SAIL.NS,335,122.15729863513148,0.009901313639631397,0.278936896884736,0.09228957444217575,0.07662819836857482,0.00530334712930965,0.005389811055222096,0.0053898110552221025,0.2279082243262871,158
SUMICHEM.NS,82,20.713347166379513,0.004662004662004662,0.16595240832075883,0.017726390186300924,0.017791474012784178,0.0014708646101047052,0.0010352403765299324,0.0010352403765299318,0.2571026479941713,78
SUNPHARMA.NS,33,9.764358536140975,0.0002832058906825262,0.1498467847634458,0.004448851522110922,-0.0013889713864591359,0.001003242034244498,0.000259817744982006,0.000259817744982006,0.20778108079345262,27
SUNTV.NS,169,45.250989138132,4.357013702808095e-05,0.19189023396794253,0.038864509696995696,0.04410209577967708,0.0021282763400551122,0.002269729438961703,0.0022697294389617028,0.2618927720082281,145
SUNDARMFIN.NS,6,1.4246035243297672,0.0,0.1307266219460116,0.001235112027018995,-0.005389767938122807,0.00040505448590189865,7.21318794446895e-05,7.213187944468947e-05,0.2671761517854823,6
SUNDRMFAST.NS,20,4.906514369747863,0.0,0.14015942499476655,0.004441048123098624,-0.0007438174123721626,0.0005373574776166666,0.0002593620180321421,0.0002593620180321422,0.27773003410448543,20
SUPREMEIND.NS,56,14.22529709209306,0.0,0.1581589633286415,0.01286197333516018,0.010681363662168427,0.0008966196898270282,0.0007511531664635971,0.0007511531664635966,0.2825316884447565,55
SUZLON.NS,223,63.51512432239886,0.0,0.20484063854094067,0.053459458436691185,0.059487957698843304,0.0027755168213509855,0.003122090245077434,0.0031220902450774346,0.2641933202056345,158
SWANCORP.NS,217,62.429567340556154,0.0,0.20614626183085175,0.0533339694490279,0.058664332059977904,0.0027242220852663843,0.0031147615523501745,0.003114761552350175,0.2737580932624565,158
SYNGENE.NS,97,25.403904941490534,0.00019606561662636427,0.17116950769830908,0.01813886372153437,0.017691378643468047,0.0015560377145902565,0.0010593292775095396,0.0010593292775095393,0.2167339822853546,81
SYRMA.NS,189,51.59697830491597,0.0,0.1924909789513824,0.04496362983729397,0.05186353137750252,0.002297310198296415,0.002625924657739141,0.0026259246577391413,0.2780632048382202,157
TVSMOTOR.NS,182,50.47909181963931,0.0013615667821275297,0.19698887863504436,0.039142569127873734,0.042786474545399425,0.0024759167380986502,0.0022859684107373705,0.0022859684107373727,0.2299299424724483,138
TATACHEM.NS,288,87.17979812464732,0.00015249547959828334,0.23675597367204215,0.06752940335934826,0.07027338454220201,0.0038525395909458776,0.003943790259936828,0.003943790259936827,0.22730490543444387,158
TATACOMM.NS,274,81.47729818954753,2.1785068514040475e-05,0.22806115588202003,0.0648561933863378,0.06909134261087739,0.00354002175046435,0.003787671903637667,0.0037876719036376663,0.23873375178448,158
TCS.NS,24,9.657958843298879,0.0003267760277106071,0.15921108050423985,0.0035060177197115665,-0.0036239301279474283,0.0008368833494997779,0.00020475523026000926,0.0002047552302600093,0.35913484506794185,24
TATACONSUM.NS,50,13.58592411684995,0.017177526523320916,0.15796600202635178,0.006749210810123689,0.0017822809752906907,0.0015063614472127082,0.0003941612176489256,0.00039416121764892554,0.1597032226463483,36
TATAELXSI.NS,194,52.84354824365091,0.00020695815088338451,0.196467861935913,0.04268132517788935,0.04872797944929797,0.002449196087614684,0.002492635594927917,0.0024926355949279186,0.24064872414758545,151
TATAINVEST.NS,32,7.929981209185257,0.0,0.1523016476601499,0.008082487355562102,0.003856710792705984,0.000644044526393049,0.0004720260112370114,0.00047202601123701117,0.31308135644673546,32
TATAPOWER.NS,358,135.6283081558098,0.08736901727555933,0.3006780309059718,0.09803909748821274,0.07748061651668592,0.006090839001642848,0.005725589425239404,0.005725589425239402,0.21296652436737926,158
TATASTEEL.NS,336,113.20815299062501,0.006056249046903252,0.26515678255528025,0.08348044870869814,0.07597698226596963,0.004966694994028179,0.00487534857609465,0.004875348576094643,0.21155865143367394,158
TTML.NS,217,62.972398462023456,0.0,0.20837258433919711,0.053360979855825615,0.05762999245125732,0.002770090545076159,0.0031163389893471946,0.0031163389893471946,0.2687478653279856,158
TECHM.NS,40,14.010602086414522,0.00011981787682722261,0.1661282928290277,0.007531474596916354,0.001744156439414352,0.0010009384083641431,0.00043984626963490726,0.0004398462696349073,0.3040947011760037,37
TECHNOE.NS,200,55.653620225322456,0.0,0.19570989865080735,0.04807450416349568,0.05393722907433156,0.002484892635352939,0.002807603086056891,0.002807603086056889,0.27198363379332824,158
TEJASNET.NS,268,78.67075123740285,0.002156721782890007,0.22392900948348698,0.06222846258313601,0.0675012336460147,0.003631610850855357,0.003634209580088669,0.0036342095800886674,0.2366131121123348,158
NIACL.NS,284,90.70055647888115,0.0009040803433326797,0.2383743927571062,0.07176831135123977,0.07022248098581012,0.004011840980150329,0.004191347075480293,0.004191347075480291,0.241642319457599,158
RAMCOCEM.NS,211,60.07741923174499,6.535520554212142e-05,0.20417870199459429,0.05119361601842206,0.05666792418078907,0.002653768796558218,0.0029897625949696716,0.0029897625949696725,0.26938025504659074,158
THERMAX.NS,46,11.782838591455135,0.0,0.1622422376524274,0.012481192201022213,0.009047500371969396,0.0007852063692909675,0.0007289151360164771,0.000728915136016477,0.32745670757042583,46
TIMKEN.NS,16,4.010427985814037,1.0892534257020238e-05,0.14311271409928955,0.003542854270495424,-0.0023903438598574774,0.0005427320674630151,0.00020690652470308288,0.00020690652470308293,0.26192502295279274,15
TITAGARH.NS,249,76.92580337461362,4.357013702808095e-05,0.22367935460887356,0.06426430591859826,0.06611003225318265,0.0032848971075673116,0.0037531050347756963,0.003753105034775693,0.270716465697115,158
TITAN.NS,55,14.29769685091904,0.00022874321939742498,0.15704635615181295,0.009469887795200036,0.0054350607423474615,0.0011164447146044126,0.0005530516988380065,0.0005530516988380067,0.214033433835517,47
TORNTPHARM.NS,25,6.835745659834103,0.0048362852101169855,0.14458752109540135,0.002616582240049173,-0.0037797801805240505,0.0011090561601121173,0.0001528112353920434,0.0001528112353920434,0.19422611866730868,21
TORNTPOWER.NS,140,38.38467113287134,1.0892534257020238e-05,0.191584498114785,0.03668605414971399,0.03912158595454719,0.001843767702707258,0.0021425052767200014,0.002142505276720003,0.3082629638001524,136
TARIL.NS,133,35.414306202889314,0.0,0.1760803455862644,0.033751616773751214,0.037279472658078266,0.0016666706813813067,0.0019711309572974897,0.0019711309572974893,0.30929790145682035,131
TRENT.NS,120,31.203370785143793,0.0,0.17883615113808146,0.02552182858980686,0.027537180147274798,0.0016163159764728584,0.001490502418222892,0.0014905024182228926,0.24377865752128464,106
TRIDENT.NS,269,82.72789115491597,0.004455046511121277,0.23013134576320757,0.06584447039105248,0.06816178757448632,0.003764197947044053,0.0038453883505692797,0.0038453883505692784,0.2466175787917349,158
TRIVENI.NS,209,59.45226980997556,4.357013702808095e-05,0.20262301644625608,0.05135220115074637,0.056659288458756896,0.0026251075725495605,0.0029990241383732697,0.00299902413837327,0.27512811158837386,158
TRITURBINE.NS,77,19.24094360233761,0.0,0.1605424539605365,0.016348716248840555,0.016271022465960284,0.0010906076436420558,0.0009547827271855032,0.0009547827271855038,0.2566807536363665,75
TIINDIA.NS,30,7.494053255351487,0.0,0.14858793560202657,0.0072782429606126405,0.002809452749783459,0.0006326237624936697,0.00042505726793963067,0.0004250572679396306,0.3026488033686591,30
UCOBANK.NS,212,67.678869688822,0.0,0.2164127286868209,0.06041807424644759,0.058840081936252245,0.0028847301306790564,0.0035284809413956585,0.003528480941395659,0.30680257605894845,158
UNOMINDA.NS,109,28.529939122479284,0.0,0.1760869000231114,0.024680221117504442,0.026319191542303985,0.001453440525060121,0.0014413516307608116,0.0014413516307608103,0.2662187996151989,104
UPL.NS,267,79.32707989487432,0.001056575822930963,0.22757281091501724,0.060616236376783345,0.06390186862561516,0.0036122158980975653,0.0035400538243270754,0.0035400538243270776,0.22241261509659413,158
UTIAMC.NS,226,62.11979736729801,0.00020695815088338451,0.20537699803212534,0.04951941647957126,0.05674020569383426,0.002852559588740409,0.002891987529501153,0.0028919875295011534,0.2333789012778546,158
ULTRACEMCO.NS,220,64.73189268542968,0.0016229876042960154,0.21314883698225717,0.05169510164443106,0.054367266521071274,0.0030747633024685813,0.003019049898410343,0.003019049898410343,0.24326693611474948,157
UNIONBANK.NS,274,93.59638138216133,0.0006971221924492952,0.24251430154665476,0.07658697194823483,0.06958623769860953,0.003970468537780476,0.004472762070771225,0.004472762070771226,0.2653072319108213,158
UBL.NS,20,5.006782864414756,9.803280831318213e-05,0.14888457923570197,0.0026520401365462544,-0.003652440831245368,0.0007851216562920004,0.00015488201493231112,0.00015488201493231115,0.16789493444878428,15
USHAMART.NS,150,40.144196734383634,0.0,0.18277390248519787,0.03690247577314514,0.04151727506878691,0.0018567776999574015,0.0021551445338149552,0.0021551445338149535,0.29386350423078705,142
VGUARD.NS,42,10.324069184035382,0.0,0.15520353335180756,0.00931277262961637,0.006216166725452401,0.000747693617646823,0.0005438760030833747,0.0005438760030833747,0.27693043682536517,41
DBREALTY.NS,274,85.65481976017863,2.1785068514040475e-05,0.23379377524773476,0.06900086043791012,0.06989429536432135,0.003681122045159739,0.00402972494624624,0.004029724946246241,0.2512890892662664,158
VTL.NS,187,50.42660886563497,0.001699235344095157,0.1906299868490753,0.04425811951233001,0.05117957509565981,0.0023261755880276277,0.0025847220910131846,0.002584722091013183,0.2750267531311486,158
VBL.NS,36,8.804437015113162,0.0,0.1587820027924456,0.007765142619978081,0.004037203501417404,0.0006895327555496537,0.0004534927351383226,0.0004534927351383225,0.26966275116364286,36
MANYAVAR.NS,30,7.366928181719529,0.0,0.1502526536574344,0.006900207258870813,0.002937489070378339,0.0006299086861840549,0.0004029795737165047,0.0004029795737165048,0.2952350968208922,30
VEDL.NS,306,100.28295627018747,0.001285319042328388,0.2501410360166258,0.07781161617753588,0.07382001996063892,0.0043111799941616446,0.004544282619497303,0.004544282619497301,0.23313985482878966,158
VIJAYA.NS,0,0.0,,,,,,,,0.0,0
IDEA.NS,223,66.17049762232094,0.0,0.21457071787471482,0.05750353144537883,0.060883882852069846,0.002854417506848218,0.0033582684866837655,0.003358268486683766,0.281623449770487,158
VOLTAS.NS,103,26.92558834948911,0.001143716096987125,0.17795376826999482,0.02255766924284751,0.023362975871811142,0.001511877059712468,0.0013173923035187476,0.0013173923035187482,0.25576830834459374,93
WELCORP.NS,263,82.33439331493945,0.0,0.22944177364503024,0.06763771257800878,0.06855856886106579,0.003514649283155616,0.003950115635556424,0.003950115635556422,0.2626572647659037,158
WELSPUNLIV.NS,265,77.87438418660552,0.0008822952748186393,0.22252079746646514,0.06186129583237029,0.06726292058752235,0.003442739532576465,0.003612766644368691,0.0036127666443686924,0.24021458409660543,158
WHIRLPOOL.NS,4,1.004072711167959,0.0,0.1255183999077552,0.0007463689699680361,-0.006050544584328317,0.000389957927248299,4.358875582559907e-05,4.358875582559907e-05,0.18888542294388744,4
WIPRO.NS,107,31.491959249374222,0.0015685249330109141,0.18104860930113398,0.022127998442601732,0.020685578273286355,0.0017480194191279506,0.0012922990636455721,0.0012922990636455712,0.23561983909836776,89
WOCKPHARMA.NS,185,50.44425648046481,3.267760277106071e-05,0.1961308415804742,0.04301953961836941,0.049120355260963595,0.002330305686630863,0.002512387684384975,0.0025123876843849745,0.26399223208985234,155
YESBANK.NS,247,76.17467851416795,0.0,0.22240500544066308,0.06389447814405307,0.06539493175842283,0.0032591705671833012,0.003731506692386319,0.0037315066923863183,0.269577244426644,158
ZFCVINDIA.NS,1,0.2346449262402868,0.0,0.1179305585557568,0.00022529497912599866,-0.006854102635881984,0.00035829564824707647,1.3157470673354974e-05,1.315747067335499e-05,0.0,1
ZEEL.NS,181,50.83186405377549,1.0892534257020238e-05,0.19724185868511382,0.045048165699446134,0.04928945606484075,0.0022900491126819004,0.00263086164360287,0.00263086164360287,0.2820432959300799,157
ZENTEC.NS,105,27.879540601587014,3.267760277106071e-05,0.17304064321941115,0.02450948342098696,0.025344596774912524,0.001452033349505145,0.0014313803644526153,0.0014313803644526147,0.2744603338862481,98
ZENSARTECH.NS,154,41.56472618082066,0.00022874321939742498,0.18594250968401116,0.03291653096909363,0.03745307557082841,0.002033148893878661,0.0019223610422858775,0.00192236104228588,0.2432400783372157,129
ZYDUSLIFE.NS,138,38.09062795077976,0.003953989935298346,0.18580250566732567,0.02921341344346564,0.03065495670902719,0.0020878901236275646,0.0017060949699905551,0.0017060949699905538,0.2333369212394498,114
ECLERX.NS,16,4.03958459469395,0.0,0.14183193738551153,0.002806747333800389,-0.0030927839360014634,0.00051631983419068,0.00016391708272975991,0.00016391708272975997,0.2752085509923196,16
